Taxon_Name,Result_Value,Result_UOM,Fish_Total_Len_Value,Fish_Len_UOM1,Gear_Used,Pass_Count,Total_Energy,Total_Energy_UOM,Results_Comment,Origin,Flow_Guild,IsStocked,Reach_Length,Reach_Length_UOM,Width_Length,Width_Length_UOM,Lab_Accession,Field_Accession,Activity_Type,Activity_Name,Field_Activity_Date,Field_Activity_Time,STA_SEQ,Station_Name,Project_Name,Trip_Name,Location,State_Name,Municipality_Name,ADB_SegmentID,SubBasin,Station_Long,Station_Lat,Station_Type,Org_Name
Cyprinidae,2,count,3,cm,2x S-R,1,2613,Sec,Margin Method,Unknown,Unknown,False,158,m,31.5,m,2014078_lf,2014078_FISH,Sample-Routine,All species single pass,8/7/2014,8:45:00 AM,14451,Shetucket River,,2014 ABM Fish Community 08072014,downstream Plains Road adjacent to USGS gauge,Connecticut,WINDHAM,CT3800-00_05,3800 - Shetucket River - Shetucket - Thames,-72.1823,41.7002,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,7,count,2,cm,2x S-R,1,3321,Sec,,Unknown,Unknown,False,165.9,m,9.7,m,2014077_lf,2014077_FISH,Sample-Routine,All species single pass,8/6/2014,3:12:00 PM,15176,Natchaug River,,2014 ABM Fish Community 08062014,off Mansure Road Behind 238 Willimantic Road (Route 6) Chaplin Kawasaki,Connecticut,CHAPLIN,CT3200-00_02,3200 - Natchaug River - Natchaug - Thames,-72.1523,41.7569,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,1,count,3,cm,2x S-R,1,2046,Sec,,Unknown,Unknown,False,158,m,14.4,m,2014076_lf,2014076_FISH,Sample-Routine,All species single pass,8/6/2014,11:30:00 AM,14594,Moosup River,,2014 ABM Fish Community 08062014,adjacent Route 14 one way (east),Connecticut,PLAINFIELD,CT3500-00_02,3500 - Moosup River - Moosup - Thames,-71.8931,41.7148,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,2,count,2,cm,2x S-R,1,2046,Sec,,Unknown,Unknown,False,158,m,14.4,m,2014076_lf,2014076_FISH,Sample-Routine,All species single pass,8/6/2014,11:30:00 AM,14594,Moosup River,,2014 ABM Fish Community 08062014,adjacent Route 14 one way (east),Connecticut,PLAINFIELD,CT3500-00_02,3500 - Moosup River - Moosup - Thames,-71.8931,41.7148,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,4,count,2,cm,1 BP,1,526,Sec,,Unknown,Unknown,False,100,m,5.8,m,2014090_lf,2014090_FISH,Sample-Routine,All species single pass,8/15/2014,12:20:00 PM,17108,TAYLOR BROOK,,2014 ABM Fish Community 08152014,DS of rte 171,Connecticut,WOODSTOCK,Needs,3707 - Mill Brook - Quinebaug - Thames,-72.0003,41.9386,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,10,count,3,cm,1 BP,1,991,Sec,,Unknown,Unknown,False,95,m,4.2,m,2014089_lf,2014089_FISH,Sample-Routine,All species single pass,8/15/2014,11:20:00 AM,18759,Mascraft Brook,,2014 ABM Fish Community 08152014,US Somers Tpk/Rt 171,Connecticut,WOODSTOCK,,3707 - Mill Brook - Quinebaug - Thames,-71.996987,41.939041,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,1,count,2,cm,1x S-R,1,788,Sec,,Unknown,Unknown,False,118,m,4,m,2014084_lf,2014084_FISH,Sample-Routine,All species single pass,8/14/2014,9:50:00 AM,18758,Stoud Brook,,2014 ABM Fish Community 08142014,US Thompson Hill Road,Connecticut,THOMPSON,3300-08_XX,3300 - French River - French - Thames,-71.885556,41.970744,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,5,count,3,cm,2x S-R,1,2168,Sec,,Unknown,Unknown,False,203.7,m,8.4,m,2014087_lf,2014087_FISH,Sample-Routine,All species single pass,8/14/2014,1:10:00 PM,16212,Mill Brook,,2014 ABM Fish Community 08142014,at Stone Bridge Rd,Connecticut,WOODSTOCK,CT3707-00_01,3707 - Mill Brook - Quinebaug - Thames,-71.9573,41.9401,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,18,count,2,cm,2x S-R,1,2168,Sec,,Unknown,Unknown,False,203.7,m,8.4,m,2014087_lf,2014087_FISH,Sample-Routine,All species single pass,8/14/2014,1:10:00 PM,16212,Mill Brook,,2014 ABM Fish Community 08142014,at Stone Bridge Rd,Connecticut,WOODSTOCK,CT3707-00_01,3707 - Mill Brook - Quinebaug - Thames,-71.9573,41.9401,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,2,count,1,cm,2x S-R,1,2168,Sec,,Unknown,Unknown,False,203.7,m,8.4,m,2014087_lf,2014087_FISH,Sample-Routine,All species single pass,8/14/2014,1:10:00 PM,16212,Mill Brook,,2014 ABM Fish Community 08142014,at Stone Bridge Rd,Connecticut,WOODSTOCK,CT3707-00_01,3707 - Mill Brook - Quinebaug - Thames,-71.9573,41.9401,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,20,count,2,cm,1 BP,1,991,Sec,,Unknown,Unknown,False,95,m,4.2,m,2014089_lf,2014089_FISH,Sample-Routine,All species single pass,8/15/2014,11:20:00 AM,18759,Mascraft Brook,,2014 ABM Fish Community 08152014,US Somers Tpk/Rt 171,Connecticut,WOODSTOCK,,3707 - Mill Brook - Quinebaug - Thames,-71.996987,41.939041,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,13,count,2,cm,1x S-R,1,1158,Sec,,Unknown,Unknown,False,128.5,m,3.25,m,2014100_lf,2014100_FISH,Sample-Routine,All species single pass,8/21/2014,10:35:00 AM,18754,Squaw Hollow Brook,,2014 ABM Fish Community 08212014-B,Adjacent Varga Road,Connecticut,ASHFORD,CT3205-00_01,3205 - Squaw Hollow Brook - Natchaug - Thames,-72.17376,41.844348,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,2,count,3,cm,1x S-R,1,1158,Sec,,Unknown,Unknown,False,128.5,m,3.25,m,2014100_lf,2014100_FISH,Sample-Routine,All species single pass,8/21/2014,10:35:00 AM,18754,Squaw Hollow Brook,,2014 ABM Fish Community 08212014-B,Adjacent Varga Road,Connecticut,ASHFORD,CT3205-00_01,3205 - Squaw Hollow Brook - Natchaug - Thames,-72.17376,41.844348,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,2,count,2,cm,1 SR BP,1,1291,Sec,,Unknown,Unknown,False,98,m,2.5,m,2014108_lf,2014108_FISH,Sample-Routine,All species single pass,8/22/2014,11:40:00 AM,18994,Indian Hollow Brook,,2014 ABM Fish Community 08222014,US Jerusalem Road,Connecticut,WINDHAM,3801-00_XX,3801 - Indian Hollow Brook - Shetucket - Thames,-72.13334,41.672761,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,1,count,4,cm,1 SR BP,1,1291,Sec,,Unknown,Unknown,False,98,m,2.5,m,2014108_lf,2014108_FISH,Sample-Routine,All species single pass,8/22/2014,11:40:00 AM,18994,Indian Hollow Brook,,2014 ABM Fish Community 08222014,US Jerusalem Road,Connecticut,WINDHAM,3801-00_XX,3801 - Indian Hollow Brook - Shetucket - Thames,-72.13334,41.672761,River/Stream,CT DEEP WPLR biological monitoring
Cyprinidae,9,count,3,cm,1 SR BP,1,1291,Sec,,Unknown,Unknown,False,98,m,2.5,m,2014108_lf,2014108_FISH,Sample-Routine,All species single pass,8/22/2014,11:40:00 AM,18994,Indian Hollow Brook,,2014 ABM Fish Community 08222014,US Jerusalem Road,Connecticut,WINDHAM,3801-00_XX,3801 - Indian Hollow Brook - Shetucket - Thames,-72.13334,41.672761,River/Stream,CT DEEP WPLR biological monitoring
Enneacanthus obesus,2,count,6,cm,2 Smith Root backpacks,1,965,Sec,,Native,Fluvial Dependant,False,105,m,4,m,2014007_lf,2014007_lf-FISH,Sample-Routine,All species single pass,6/11/2014,10:08:00 AM,14863,Rocky Brook,,2014 ABM Fish Community 06112014,adjacent to East Thompson Road,Connecticut,THOMPSON,CT3401-00_02,3401 - Rocky Brook - Fivemile - Thames,-71.802,42.0134,River/Stream,CT DEEP WPLR biological monitoring
Enneacanthus obesus,1,count,7,cm,2 Smith Root backpacks,1,965,Sec,,Native,Fluvial Dependant,False,105,m,4,m,2014007_lf,2014007_lf-FISH,Sample-Routine,All species single pass,6/11/2014,10:08:00 AM,14863,Rocky Brook,,2014 ABM Fish Community 06112014,adjacent to East Thompson Road,Connecticut,THOMPSON,CT3401-00_02,3401 - Rocky Brook - Fivemile - Thames,-71.802,42.0134,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,13,cm,1 Smith Root Backpack,1,1092,Sec,,Native,Macrohabitat Generalist,False,152.6,m,7.5,m,2014001_lf,2014001_FISH,Sample-Routine,All species single pass,5/30/2014,10:23:00 AM,18685,Wash Brook,,2014 ABM Fish Community 05302014,Upstream Route 189 (Below Tumbledown Brk confluence),Connecticut,BLOOMFIELD,CT4404-00_03a,4404 - North Branch Park River - Park - Connecticut,-72.739279,41.819229,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,16,cm,2 SmithRoot Backpacks,1,2603,Sec,,Native,Macrohabitat Generalist,False,150,m,10.3,m,2014006_lf,2014006_FISH,Sample-Routine,All species single pass,6/6/2014,12:43:00 PM,14584,Roaring Brook,,2014 ABM Fish Community 06062014,at Route 32,Connecticut,WILLINGTON,CT3104-00_01,3104 - Roaring Brook - Willimantic - Thames,-72.2891,41.904,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,10,cm,1x S-R,1,1393,Sec,,Native,Macrohabitat Generalist,False,114,m,3.3,m,2014082_lf,2014082_FISH,Sample-Routine,All species single pass,8/8/2014,11:35:00 AM,14706,Whitford Brook,,2014 ABM Fish Community 08082014,upstream North Stonington Rd,Connecticut,GROTON,CT2104-00_01,2104 - Whitford Brook - Southeast Eastern Complex - Southeast Coast,-71.9604,41.3928,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,15,cm,1 BP,1,991,Sec,,Native,Macrohabitat Generalist,False,95,m,4.2,m,2014089_lf,2014089_FISH,Sample-Routine,All species single pass,8/15/2014,11:20:00 AM,18759,Mascraft Brook,,2014 ABM Fish Community 08152014,US Somers Tpk/Rt 171,Connecticut,WOODSTOCK,,3707 - Mill Brook - Quinebaug - Thames,-71.996987,41.939041,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,9,cm,1 BP,1,566,Sec,,Native,Macrohabitat Generalist,False,100,m,2.3,m,2014098_lf,2014098_FISH,Sample-Routine,All species single pass,8/21/2014,12:30:00 PM,18756,Fall Brook,,2014 ABM Fish Community 08212014-A,DS South Frontage Road,Connecticut,KILLINGLY,,3700 - Quinebaug River - Quinebaug - Thames,-71.880502,41.788655,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,10,cm,1 BP,1,566,Sec,,Native,Macrohabitat Generalist,False,100,m,2.3,m,2014098_lf,2014098_FISH,Sample-Routine,All species single pass,8/21/2014,12:30:00 PM,18756,Fall Brook,,2014 ABM Fish Community 08212014-A,DS South Frontage Road,Connecticut,KILLINGLY,,3700 - Quinebaug River - Quinebaug - Thames,-71.880502,41.788655,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,11,cm,1 BP,1,566,Sec,,Native,Macrohabitat Generalist,False,100,m,2.3,m,2014098_lf,2014098_FISH,Sample-Routine,All species single pass,8/21/2014,12:30:00 PM,18756,Fall Brook,,2014 ABM Fish Community 08212014-A,DS South Frontage Road,Connecticut,KILLINGLY,,3700 - Quinebaug River - Quinebaug - Thames,-71.880502,41.788655,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,7,cm,1 BP,1,1169,Sec,,Native,Macrohabitat Generalist,False,100,m,5.9,m,2014096_lf,2014096_FISH,Sample-Routine,All species single pass,8/21/2014,10:45:00 AM,17055,SNAKE MEADOW BROOK,,2014 ABM Fish Community 08212014-A,DS of Demers Rd,Connecticut,PLAINFIELD,3502-00_XX,3502 - Snake Meadow Brook - Moosup - Thames,-71.8511,41.7478,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,2,count,8,cm,1 BP,1,1169,Sec,,Native,Macrohabitat Generalist,False,100,m,5.9,m,2014096_lf,2014096_FISH,Sample-Routine,All species single pass,8/21/2014,10:45:00 AM,17055,SNAKE MEADOW BROOK,,2014 ABM Fish Community 08212014-A,DS of Demers Rd,Connecticut,PLAINFIELD,3502-00_XX,3502 - Snake Meadow Brook - Moosup - Thames,-71.8511,41.7478,River/Stream,CT DEEP WPLR biological monitoring
Esox americanus,1,count,10,cm,1 BP,1,1169,Sec,,Native,Macrohabitat Generalist,False,100,m,5.9,m,2014096_lf,2014096_FISH,Sample-Routine,All species single pass,8/21/2014,10:45:00 AM,17055,SNAKE MEADOW BROOK,,2014 ABM Fish Community 08212014-A,DS of Demers Rd,Connecticut,PLAINFIELD,3502-00_XX,3502 - Snake Meadow Brook - Moosup - Thames,-71.8511,41.7478,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,14,cm,2 Smith Root Backpacks,1,2171,Sec,,Native,Macrohabitat Generalist,False,146,m,8,m,2014005_lf,2014005_FISH,Sample-Routine,All species single pass,6/6/2014,11:04:00 AM,14606,Middle River,,2014 ABM Fish Community 06062014,downstream Route 190,Connecticut,STAFFORD,CT3102-00_02,3102 - Middle River - Willimantic - Thames,-72.3278,41.9659,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,17,cm,2 Smith Root Backpacks,1,2171,Sec,,Native,Macrohabitat Generalist,False,146,m,8,m,2014005_lf,2014005_FISH,Sample-Routine,All species single pass,6/6/2014,11:04:00 AM,14606,Middle River,,2014 ABM Fish Community 06062014,downstream Route 190,Connecticut,STAFFORD,CT3102-00_02,3102 - Middle River - Willimantic - Thames,-72.3278,41.9659,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,8,cm,2 Smith Root backpacks,1,965,Sec,,Native,Macrohabitat Generalist,False,105,m,4,m,2014007_lf,2014007_lf-FISH,Sample-Routine,All species single pass,6/11/2014,10:08:00 AM,14863,Rocky Brook,,2014 ABM Fish Community 06112014,adjacent to East Thompson Road,Connecticut,THOMPSON,CT3401-00_02,3401 - Rocky Brook - Fivemile - Thames,-71.802,42.0134,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,13,cm,2 Smith Root backpacks,1,965,Sec,,Native,Macrohabitat Generalist,False,105,m,4,m,2014007_lf,2014007_lf-FISH,Sample-Routine,All species single pass,6/11/2014,10:08:00 AM,14863,Rocky Brook,,2014 ABM Fish Community 06112014,adjacent to East Thompson Road,Connecticut,THOMPSON,CT3401-00_02,3401 - Rocky Brook - Fivemile - Thames,-71.802,42.0134,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,15,cm,2 Smith Root backpacks,1,2011,Sec,,Native,Macrohabitat Generalist,False,147.2,m,6.9,m,2014008_lf,2014008_lf-FISH,Sample-Routine,All species single pass,6/11/2014,11:36:00 AM,16246,Fivemile River,,2014 ABM Fish Community 06112014,Downstream of Spicer Road,Connecticut,THOMPSON,CT3400-00_04,3400 - Fivemile River - Fivemile - Thames,-71.8154,41.9865,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,19,cm,1 IFD SS,1,1800,Sec,,Native,Macrohabitat Generalist,False,180,m,10,m,2014010_lf,2014010_FISH,Sample-Routine,All species single pass,6/12/2014,11:22:00 AM,16657,FENTON RIVER,,2014 ABM Fish Community 06122014,1.4 KM US of rte 89 access from dirt rd left off wormwood hill,Connecticut,MANSFIELD,CT3207-00_01a,3207 - Fenton River - Natchaug - Thames,-72.2031,41.7831,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,14,cm,1 BP,1,1002,Sec,,Native,Macrohabitat Generalist,False,110,m,5,m,2014027_lf,2014027_FISH,Sample-Routine,All species single pass,6/26/2014,1:15:00 PM,14305,Muddy Brook,,2014 ABM Fish Community 06262014,between confluence w/trib (MB2) and dirt road crossing,Connecticut,WOODSTOCK,CT3708-01_02,3708 - Little River - Quinebaug - Thames,-72.0017,42.0147,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,15,cm,1 BP,1,1002,Sec,,Native,Macrohabitat Generalist,False,110,m,5,m,2014027_lf,2014027_FISH,Sample-Routine,All species single pass,6/26/2014,1:15:00 PM,14305,Muddy Brook,,2014 ABM Fish Community 06262014,between confluence w/trib (MB2) and dirt road crossing,Connecticut,WOODSTOCK,CT3708-01_02,3708 - Little River - Quinebaug - Thames,-72.0017,42.0147,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,2,count,16,cm,1 BP,1,1002,Sec,,Native,Macrohabitat Generalist,False,110,m,5,m,2014027_lf,2014027_FISH,Sample-Routine,All species single pass,6/26/2014,1:15:00 PM,14305,Muddy Brook,,2014 ABM Fish Community 06262014,between confluence w/trib (MB2) and dirt road crossing,Connecticut,WOODSTOCK,CT3708-01_02,3708 - Little River - Quinebaug - Thames,-72.0017,42.0147,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,13,cm,2 BP,1,1836,Sec,,Native,Macrohabitat Generalist,False,149,m,16,m,2014030_lf,2014030_FISH,Sample-Routine,All species single pass,6/27/2014,10:05:00 AM,14581,Willimantic River,,2014 ABM Fish Community 06272014,downstream Stafford POTW,Connecticut,STAFFORD,CT3100-00_05,3100 - Willimantic River - Willimantic - Thames,-72.3058,41.9423,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,11,cm,2 BP,1,1836,Sec,,Native,Macrohabitat Generalist,False,149,m,16,m,2014030_lf,2014030_FISH,Sample-Routine,All species single pass,6/27/2014,10:05:00 AM,14581,Willimantic River,,2014 ABM Fish Community 06272014,downstream Stafford POTW,Connecticut,STAFFORD,CT3100-00_05,3100 - Willimantic River - Willimantic - Thames,-72.3058,41.9423,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,22,cm,1x S-R - 1x Coff,1,2369,Sec,,Native,Macrohabitat Generalist,False,167,m,11.7,m,2014034_lf,2014034_FISH,Sample-Routine,All species single pass,7/2/2014,11:25:00 AM,14586,Hop River,,2014 ABM Fish Community 07022014,upstream Flanders River Road,Connecticut,COVENTRY,CT3108-00_01,3108 - Hop River - Willimantic - Thames,-72.2548,41.7212,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,19,cm,1x S-R,1,932,Sec,,Native,Macrohabitat Generalist,False,114.8,m,2,m,2014035_lf,2014035_FISH,Sample-Routine,All species single pass,7/2/2014,1:25:00 PM,15990,Spice Brook,,2014 ABM Fish Community 07022014,upstream Gerhing Road and Old Kent Road intersection,Connecticut,TOLLAND,CT3106-07_01,3106 - Skungamaug River - Willimantic - Thames,-72.3865,41.8459,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,14,cm,2 SR BP,1,2017,Sec,,Native,Macrohabitat Generalist,False,182,m,8.2,m,2014014_lf,2014014_FISH,Sample-Routine,All species single pass,6/19/2014,10:35:00 AM,14738,Gardner Brook,,2014 ABM Fish Community 06192014,downstream Bear Hill Road near Bishop Road intersection,Connecticut,BOZRAH,CT3906-00_01,3906 - Gardner Brook - Yantic - Thames,-72.1734,41.5433,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,15,cm,2 SR BP,1,2017,Sec,,Native,Macrohabitat Generalist,False,182,m,8.2,m,2014014_lf,2014014_FISH,Sample-Routine,All species single pass,6/19/2014,10:35:00 AM,14738,Gardner Brook,,2014 ABM Fish Community 06192014,downstream Bear Hill Road near Bishop Road intersection,Connecticut,BOZRAH,CT3906-00_01,3906 - Gardner Brook - Yantic - Thames,-72.1734,41.5433,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,19,cm,1 BP,1,593,Sec,,Native,Macrohabitat Generalist,False,99,m,2.8,m,2014060_lf,2014060_FISH,Sample-Routine,All species single pass,7/17/2014,12:30:00 PM,16299,Hunts brook,,2014 ABM Fish Community 07172014,Fire Road,Connecticut,MONTVILLE,CT3006-00_03,3006 - Hunts Brook - Thames Main Stem - Thames,-72.172,41.4293,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,13,cm,2 BP,1,2824,Sec,,Native,Macrohabitat Generalist,False,141,m,10.5,m,2014058_lf,2014058_FISH,Sample-Routine,All species single pass,7/17/2014,9:00:00 AM,15179,Eightmile River,,2014 ABM Fish Community 07172014,at Deep Hole Picnic Area,Connecticut,EAST HADDAM,CT4800-00_01,4800 - Eightmile River - Eightmile - Connecticut,-72.3372,41.4671,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,6,cm,2x S-R,1,2704,Sec,,Native,Macrohabitat Generalist,False,150,m,5.5,m,2014044_lf,2014044_FISH,Sample-Routine,All species single pass,7/9/2014,9:35:00 AM,14732,Poquetanuck Brook (Hewitt Brook),,2014 ABM Fish Community 07092014,upstream Schoolhouse Rd.,Connecticut,PRESTON,CT3003-00_01,3003 - Poquetanuck Brook - Thames Main Stem - Thames,-72.0365,41.4981,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,2,count,9,cm,2x S-R,1,2704,Sec,,Native,Macrohabitat Generalist,False,150,m,5.5,m,2014044_lf,2014044_FISH,Sample-Routine,All species single pass,7/9/2014,9:35:00 AM,14732,Poquetanuck Brook (Hewitt Brook),,2014 ABM Fish Community 07092014,upstream Schoolhouse Rd.,Connecticut,PRESTON,CT3003-00_01,3003 - Poquetanuck Brook - Thames Main Stem - Thames,-72.0365,41.4981,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,17,cm,2x S-R,1,2704,Sec,,Native,Macrohabitat Generalist,False,150,m,5.5,m,2014044_lf,2014044_FISH,Sample-Routine,All species single pass,7/9/2014,9:35:00 AM,14732,Poquetanuck Brook (Hewitt Brook),,2014 ABM Fish Community 07092014,upstream Schoolhouse Rd.,Connecticut,PRESTON,CT3003-00_01,3003 - Poquetanuck Brook - Thames Main Stem - Thames,-72.0365,41.4981,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,2,count,10,cm,1 BP,1,1169,Sec,,Native,Macrohabitat Generalist,False,100,m,5.9,m,2014096_lf,2014096_FISH,Sample-Routine,All species single pass,8/21/2014,10:45:00 AM,17055,SNAKE MEADOW BROOK,,2014 ABM Fish Community 08212014-A,DS of Demers Rd,Connecticut,PLAINFIELD,3502-00_XX,3502 - Snake Meadow Brook - Moosup - Thames,-71.8511,41.7478,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,11,cm,1 BP,1,1169,Sec,,Native,Macrohabitat Generalist,False,100,m,5.9,m,2014096_lf,2014096_FISH,Sample-Routine,All species single pass,8/21/2014,10:45:00 AM,17055,SNAKE MEADOW BROOK,,2014 ABM Fish Community 08212014-A,DS of Demers Rd,Connecticut,PLAINFIELD,3502-00_XX,3502 - Snake Meadow Brook - Moosup - Thames,-71.8511,41.7478,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,13,cm,1x S-R,1,1232,Sec,,Native,Macrohabitat Generalist,False,130.1,m,4.6,m,2014101_lf,2014101_FISH,Sample-Routine,All species single pass,8/21/2014,12:25:00 PM,17582,Knowlton Brook,,2014 ABM Fish Community 08212014-B,200 feet upstream Route 74,Connecticut,ASHFORD,3205-01_X4,3205 - Squaw Hollow Brook - Natchaug - Thames,-72.202928,41.868907,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,15,cm,1x S-R,1,1232,Sec,,Native,Macrohabitat Generalist,False,130.1,m,4.6,m,2014101_lf,2014101_FISH,Sample-Routine,All species single pass,8/21/2014,12:25:00 PM,17582,Knowlton Brook,,2014 ABM Fish Community 08212014-B,200 feet upstream Route 74,Connecticut,ASHFORD,3205-01_X4,3205 - Squaw Hollow Brook - Natchaug - Thames,-72.202928,41.868907,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,11,cm,1x S-R,1,1232,Sec,,Native,Macrohabitat Generalist,False,130.1,m,4.6,m,2014101_lf,2014101_FISH,Sample-Routine,All species single pass,8/21/2014,12:25:00 PM,17582,Knowlton Brook,,2014 ABM Fish Community 08212014-B,200 feet upstream Route 74,Connecticut,ASHFORD,3205-01_X4,3205 - Squaw Hollow Brook - Natchaug - Thames,-72.202928,41.868907,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,15,cm,1x S-R,1,1302,Sec,,Native,Macrohabitat Generalist,False,97.1,m,2.7,m,2014103_lf,2014103_FISH,Sample-Routine,All species single pass,8/21/2014,2:00:00 PM,17467,grover Brook,,2014 ABM Fish Community 08212014-B,at Slater Road,Connecticut,TOLLAND,Needs,3106 - Skungamaug River - Willimantic - Thames,-72.3426,41.9015,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,16,cm,1x S-R,1,1302,Sec,,Native,Macrohabitat Generalist,False,97.1,m,2.7,m,2014103_lf,2014103_FISH,Sample-Routine,All species single pass,8/21/2014,2:00:00 PM,17467,grover Brook,,2014 ABM Fish Community 08212014-B,at Slater Road,Connecticut,TOLLAND,Needs,3106 - Skungamaug River - Willimantic - Thames,-72.3426,41.9015,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,2,count,17,cm,1x S-R,1,1302,Sec,,Native,Macrohabitat Generalist,False,97.1,m,2.7,m,2014103_lf,2014103_FISH,Sample-Routine,All species single pass,8/21/2014,2:00:00 PM,17467,grover Brook,,2014 ABM Fish Community 08212014-B,at Slater Road,Connecticut,TOLLAND,Needs,3106 - Skungamaug River - Willimantic - Thames,-72.3426,41.9015,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,22,cm,1 BP,1,758,Sec,,Native,Macrohabitat Generalist,False,150,m,4.3,m,2014088_lf,2014088_FISH,Sample-Routine,All species single pass,8/15/2014,10:10:00 AM,16211,Mill Brook,,2014 ABM Fish Community 08152014,at New Sweden Rd,Connecticut,WOODSTOCK,CT3707-00_XX,3707 - Mill Brook - Quinebaug - Thames,-71.9904,41.938,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,7,cm,1x S-R,1,2161,Sec,,Native,Macrohabitat Generalist,False,98,m,4.4,m,2014083_lf,2014083_FISH,Sample-Routine,All species single pass,8/8/2014,1:40:00 PM,16734,Hempstead Brook,,2014 ABM Fish Community 08082014,US of Buddington rd,Connecticut,GROTON,CT2107-05_01,2107 - Great Brook - Southeast Eastern Complex - Southeast Coast,-72.0456,41.3722,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,15,cm,1x S-R,1,2161,Sec,,Native,Macrohabitat Generalist,False,98,m,4.4,m,2014083_lf,2014083_FISH,Sample-Routine,All species single pass,8/8/2014,1:40:00 PM,16734,Hempstead Brook,,2014 ABM Fish Community 08082014,US of Buddington rd,Connecticut,GROTON,CT2107-05_01,2107 - Great Brook - Southeast Eastern Complex - Southeast Coast,-72.0456,41.3722,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,2,count,6,cm,1x S-R,1,2161,Sec,,Native,Macrohabitat Generalist,False,98,m,4.4,m,2014083_lf,2014083_FISH,Sample-Routine,All species single pass,8/8/2014,1:40:00 PM,16734,Hempstead Brook,,2014 ABM Fish Community 08082014,US of Buddington rd,Connecticut,GROTON,CT2107-05_01,2107 - Great Brook - Southeast Eastern Complex - Southeast Coast,-72.0456,41.3722,River/Stream,CT DEEP WPLR biological monitoring
Esox niger,1,count,4,cm,1x S-R,1,2161,Sec,,Native,Macrohabitat Generalist,False,98,m,4.4,m,2014083_lf,2014083_FISH,Sample-Routine,All species single pass,8/8/2014,1:40:00 PM,16734,Hempstead Brook,,2014 ABM Fish Community 08082014,US of Buddington rd,Connecticut,GROTON,CT2107-05_01,2107 - Great Brook - Southeast Eastern Complex - Southeast Coast,-72.0456,41.3722,River/Stream,CT DEEP WPLR biological monitoring
